site_name,year,month,NEE,GPP_obs,Reco,ET_obs,NEP,State,biome,salinity_ppt,salinity_fine,salini_coarse,WUE_obs,CUE,Tair_f,VPD_f,Rg_f,avg_length,avg_sos,avg_eos,lat,long,climate,climate_2,salinity_con,aid,ET_mod,GPP_mod,WUE_mod
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,54.2285714,161.7714,2.983139622225047
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,44.0428571,141.9143,3.222186509784807
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,56.328571499999995,174.01420000000002,3.089270602220048
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,68.5666666,193.25,2.8184248933577294
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,65.6,185.8428,2.832969512195122
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,53.0666666,181.5333,3.4208536475136353
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,56.5857142,182.9429,3.2330227264322486
US-Dmg,2024,6,-168.202,329.45,168.926,209.617,160.524,CA,wetlands,2.0,very low,low,1.572,0.487,21.906,10.957,370.344,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0009,69.33333329999999,197.5333,2.849037982138961
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,37.5833333,114.5167,3.0470075415051063
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,39.4571429,112.4856,2.850829830357535
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,32.0,93.1571,2.911159375
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,49.3428572,131.5143,2.6653158625763567
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,56.683333399999995,142.0333,2.505733016753034
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,51.4,129.2,2.5136186770428015
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,53.35,144.0833,2.700717900656045
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,54.1571428,145.8286,2.6926937511925018
US-Dmg,2024,7,-189.397,348.625,163.284,217.846,185.342,CA,wetlands,2.0,very low,low,1.6,0.532,23.807,11.807,357.055,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0009,61.2500001,150.13330000000002,2.45115591436546
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,39.6333334,125.3667,3.1631631570005667
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,40.0428572,124.3287,3.1048908268214186
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,29.971428500000002,105.0857,3.5061959092140036
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,46.7142857,148.57150000000001,3.1804296645811716
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,55.7666667,160.55,2.8789599504608727
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,49.9571428,142.3571,2.84958450426032
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,48.5333334,161.9667,3.3372259569543603
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,49.4142858,162.9571,3.2977730500761377
US-Dmg,2024,8,-158.902,284.898,127.557,178.945,157.341,CA,wetlands,2.0,very low,low,1.592,0.552,21.941,9.865,318.006,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0009,56.7499999,163.1666,2.875182383921026
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,31.9666667,92.7667,2.9019822701752007
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,33.114285699999996,95.2144,2.875327007280124
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,25.9714286,79.3857,3.0566551121488943
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,35.614285699999996,101.8286,2.859206579566469
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,41.216666700000005,112.6833,2.7339255942305494
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,37.9428572,105.60000000000001,2.7831325259290174
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,34.5499999,104.7,3.0303907468318108
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,34.9,105.1001,3.0114641833810887
US-Dmg,2024,9,-79.369,163.208,68.929,105.719,94.28,CA,wetlands,2.0,very low,low,1.544,0.578,20.77,8.8,272.187,251.6,95.191,281.907,38.002,-121.669,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0009,39.25,106.9833,2.725689171974522
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,36.54,21.26,0.5818281335522716
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,35.8333333,30.333299999999998,0.8465106984618703
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,34.633333300000004,52.233399999999996,1.508182869594016
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,37.55,14.05,0.37416777629826903
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,35.6000001,30.7,0.8623595481394394
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,35.3,37.15,1.0524079320113315
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,38.0,11.7,0.3078947368421052
US-EDN,2018,4,-19.719,48.646,29.505,93.781,19.141,CA,wetlands,57.0,high,high,0.519,0.393,13.646,3.982,258.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,38.0,11.7,0.3078947368421052
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,78.84,29.240000000000002,0.37087772704211064
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,75.6666667,41.5666,0.5493383257491903
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,70.4333333,66.5166,0.9443909138402228
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,79.55000000000001,31.4,0.3947203016970458
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,74.9333333,38.0334,0.5075631674855708
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,73.45,42.025000000000006,0.5721579305650103
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,79.1,37.8,0.4778761061946903
US-EDN,2018,5,-39.395,80.612,43.959,113.047,36.653,CA,wetlands,57.0,high,high,0.713,0.455,14.773,3.727,282.825,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,79.1,37.8,0.4778761061946903
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,49.94,29.540000000000003,0.5915098117741291
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,48.633333300000004,40.2834,0.8283084309995259
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,47.2666667,66.7667,1.4125535956187916
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,50.85,35.4,0.6961651917404129
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,48.6666666,38.8,0.7972602750647401
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,48.1,42.575,0.8851351351351352
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,50.8,40.699999999999996,0.8011811023622046
US-EDN,2018,6,-43.154,75.649,38.74,144.86,36.908,CA,wetlands,57.0,high,high,0.522,0.488,16.825,4.807,353.066,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,50.8,40.699999999999996,0.8011811023622046
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,21.439999999999998,27.939999999999998,1.3031716417910448
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,21.3833333,36.0001,1.6835588490780342
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,22.7833334,54.8667,2.4081945796395186
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,22.25,29.9,1.3438202247191011
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,21.233333299999998,30.000100000000003,1.4128775532384266
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,21.175,31.325,1.4793388429752066
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,23.0,35.699999999999996,1.5521739130434782
US-EDN,2018,7,-62.021,84.476,43.152,136.745,41.324,CA,wetlands,57.0,high,high,0.618,0.489,17.396,3.772,330.159,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,23.0,35.699999999999996,1.5521739130434782
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,58.62,20.36,0.34732173319686116
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,56.55,33.0833,0.585027409372237
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,53.6333333,53.39999999999999,0.9956494723403663
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,59.25,16.7,0.28185654008438815
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,56.2999999,32.8999,0.5843676742173494
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,55.375,38.175,0.6893905191873588
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,58.2,21.3,0.36597938144329895
US-EDN,2019,4,-32.115,78.003,46.255,101.795,31.748,CA,wetlands,57.0,high,high,0.766,0.407,15.035,4.182,272.368,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,58.2,21.3,0.36597938144329895
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,94.18,34.6,0.36738160968358463
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,91.4666666,48.016600000000004,0.5249628283709642
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,85.7166667,73.8,0.8609760836628519
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,95.45,22.9,0.2399161864850707
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,91.39999999999999,44.6334,0.4883304157549235
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,89.65,50.65,0.5649749023982152
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,94.0,23.5,0.25
US-EDN,2019,5,-70.232,116.05,47.72,131.751,68.33,CA,wetlands,57.0,high,high,0.881,0.589,14.712,3.466,278.452,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,94.0,23.5,0.25
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,50.14,38.120000000000005,0.7602712405265258
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0002,49.3333333,50.633300000000006,1.026350676369156
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0003,49.05,71.2667,1.4529398572884813
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0004,52.25,39.05,0.7473684210526316
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0005,49.533333400000004,45.8333,0.9253021521866727
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0006,49.075,48.4,0.9862455425369332
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0007,52.6,37.9,0.720532319391635
US-EDN,2019,6,-82.6,128.174,54.73,165.231,73.444,CA,wetlands,57.0,high,high,0.776,0.573,18.818,6.148,335.688,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0008,52.6,37.9,0.720532319391635
US-EDN,2019,7,-86.008,135.264,53.743,146.306,81.521,CA,wetlands,57.0,high,high,0.925,0.603,18.487,4.215,326.336,134.6,92.694,276.706,37.616,-122.114,"Mediterranean: mild with dry, hot summer","Mediterranean, mild dry, hot",no,aid0001,42.12,29.939999999999998,0.7108262108262108
