site_name,year,month,NEE,GPP,Reco,ET,NEP,State,biome,salinity_ppt,salinity_fine,salini_coarse,WUE,CUE,Tair_f,VPD_f,Rg_f,avg_length,avg_sos,avg_eos,lat,long,climate,climate_2,salinity_con
US-EKP,2023,5,-12.137,111.914,155.637,67.028,-43.724,CA,wetlands,31.0,high,high,1.67,-0.391,12.468,2.323,160.072,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2023,6,-97.801,230.701,140.15,68.014,90.55,CA,wetlands,31.0,high,high,3.392,0.393,13.725,2.639,242.363,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2023,7,-110.923,259.223,148.019,70.391,111.204,CA,wetlands,31.0,high,high,3.683,0.429,13.896,2.067,300.522,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2023,8,-43.998,223.319,141.27,55.496,82.05,CA,wetlands,31.0,high,high,4.024,0.367,16.34,2.971,256.075,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,3,22.974,53.435,64.247,40.275,-10.813,CA,wetlands,31.0,high,high,1.327,-0.202,11.391,3.074,211.633,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,4,1.957,118.147,101.486,66.653,16.661,CA,wetlands,31.0,high,high,1.773,0.141,11.6,2.774,263.068,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,5,-71.324,184.748,117.327,74.477,67.421,CA,wetlands,31.0,high,high,2.481,0.365,12.151,2.357,272.722,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,6,-99.804,247.056,153.865,73.032,93.191,CA,wetlands,31.0,high,high,3.383,0.377,13.538,2.519,295.574,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,7,-121.951,274.643,189.995,71.007,84.649,CA,wetlands,31.0,high,high,3.868,0.308,14.715,1.851,283.099,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EKP,2024,8,-67.067,122.472,53.485,39.039,68.987,CA,wetlands,31.0,high,high,3.137,0.563,14.71,1.985,286.472,196.0,68.95,249.1,36.856,-121.749,"Mediterranean: mild with dry, warm summer","Mediterranean, mild dry, warm",no
US-EvM,2020,4,0.148,23.303,19.294,133.309,4.009,FL,wetlands,9.0,low,low,0.175,0.172,27.039,9.919,301.961,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2020,5,20.264,12.091,32.661,142.693,-20.57,FL,wetlands,9.0,low,low,0.085,-1.701,26.178,7.499,253.131,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2020,6,0.456,16.252,19.942,137.565,-3.691,FL,wetlands,9.0,low,low,0.118,-0.227,28.682,6.718,228.802,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2021,3,1.145,11.645,14.48,22.461,-2.834,FL,wetlands,9.0,low,low,0.518,-0.243,25.732,7.334,286.538,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2021,4,6.693,26.351,32.034,124.581,-5.684,FL,wetlands,9.0,low,low,0.212,-0.216,24.84,9.043,277.914,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2021,5,1.231,29.255,31.789,140.832,-2.534,FL,wetlands,9.0,low,low,0.208,-0.087,26.817,10.1,286.848,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2021,6,7.007,23.768,33.233,113.284,-9.464,FL,wetlands,9.0,low,low,0.21,-0.398,28.123,8.036,244.319,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2022,3,1.112,6.655,4.184,27.169,2.47,FL,wetlands,9.0,low,low,0.245,0.371,22.934,10.196,274.803,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2022,4,5.891,27.021,24.656,123.743,2.366,FL,wetlands,9.0,low,low,0.218,0.088,25.313,8.788,270.813,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2022,5,2.132,23.813,20.924,153.243,2.889,FL,wetlands,9.0,low,low,0.155,0.121,27.077,8.99,283.212,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2022,6,-5.76,16.871,9.275,121.989,7.596,FL,wetlands,9.0,low,low,0.138,0.45,28.288,8.799,253.344,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2023,3,-2.983,6.705,2.25,34.251,4.455,FL,wetlands,9.0,low,low,0.196,0.664,25.522,7.815,263.813,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2023,4,-10.96,24.56,9.903,130.304,14.657,FL,wetlands,9.0,low,low,0.188,0.597,26.012,8.195,265.306,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2023,5,-8.923,27.6,16.373,149.722,11.227,FL,wetlands,9.0,low,low,0.184,0.407,26.49,9.171,270.801,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-EvM,2023,6,-5.463,25.699,21.885,125.447,3.814,FL,wetlands,9.0,low,low,0.205,0.148,28.428,7.608,238.089,62.0,82.602,177.409,25.354,-80.381,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",yes
US-HB1,2019,4,-25.442,77.17,40.691,72.938,36.479,SC,wetlands,28.0,upper med,med,1.058,0.473,21.349,6.651,279.053,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2019,5,-67.281,147.722,78.968,129.133,68.754,SC,wetlands,28.0,upper med,med,1.144,0.465,26.237,8.518,295.941,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2019,6,-10.843,133.218,78.348,124.547,54.87,SC,wetlands,28.0,upper med,med,1.07,0.412,27.475,7.62,269.981,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2019,7,-1.259,116.221,79.916,128.782,36.305,SC,wetlands,28.0,upper med,med,0.902,0.312,29.043,7.726,271.575,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2019,8,22.917,98.757,76.389,108.141,22.368,SC,wetlands,28.0,upper med,med,0.913,0.226,28.666,6.949,231.265,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2019,9,-19.539,98.275,105.005,83.183,-6.73,SC,wetlands,28.0,upper med,med,1.181,-0.068,26.36,7.699,236.388,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,4,-14.101,64.593,29.098,79.995,35.496,SC,wetlands,28.0,upper med,med,0.807,0.55,19.027,7.109,257.622,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,5,-43.844,114.252,45.842,113.639,68.41,SC,wetlands,28.0,upper med,med,1.005,0.599,21.509,5.975,271.468,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,6,-61.399,153.904,91.656,108.729,62.248,SC,wetlands,28.0,upper med,med,1.415,0.404,24.655,5.777,237.566,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,7,-30.835,165.03,82.897,131.762,82.134,SC,wetlands,28.0,upper med,med,1.252,0.498,27.72,7.117,274.283,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,8,-50.427,160.537,110.481,104.244,50.056,SC,wetlands,28.0,upper med,med,1.54,0.312,26.613,5.446,228.154,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2020,9,-5.616,88.307,72.071,70.63,16.236,SC,wetlands,28.0,upper med,med,1.25,0.184,23.902,5.535,183.763,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,4,0.506,57.327,25.255,66.173,32.073,SC,wetlands,28.0,upper med,med,0.866,0.559,18.61,7.066,274.291,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,5,-54.82,132.217,53.857,114.805,78.359,SC,wetlands,28.0,upper med,med,1.152,0.593,21.166,7.575,297.097,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,6,-50.532,160.735,83.644,101.218,77.091,SC,wetlands,28.0,upper med,med,1.588,0.48,24.973,5.565,229.918,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,7,-63.583,179.793,109.342,107.731,70.45,SC,wetlands,28.0,upper med,med,1.669,0.392,26.24,6.296,239.709,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,8,-52.974,165.152,92.66,89.222,72.491,SC,wetlands,28.0,upper med,med,1.851,0.439,26.267,5.153,217.499,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2021,9,8.652,96.256,57.466,77.308,38.79,SC,wetlands,28.0,upper med,med,1.245,0.403,23.72,6.291,215.564,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,4,-25.716,81.805,38.823,74.389,42.982,SC,wetlands,28.0,upper med,med,1.1,0.525,18.247,6.142,291.244,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,5,-55.138,134.536,84.105,114.64,50.43,SC,wetlands,28.0,upper med,med,1.174,0.375,22.763,6.845,270.28,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,6,-43.137,150.657,76.652,119.643,74.005,SC,wetlands,28.0,upper med,med,1.259,0.491,25.099,8.181,271.167,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,7,-46.942,156.241,105.812,118.729,50.429,SC,wetlands,28.0,upper med,med,1.316,0.323,26.739,6.942,234.829,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,8,-12.894,136.419,110.626,97.759,25.792,SC,wetlands,28.0,upper med,med,1.395,0.189,25.891,6.36,217.645,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB1,2022,9,17.11,78.095,65.342,87.476,12.753,SC,wetlands,28.0,upper med,med,0.893,0.163,24.69,7.914,225.902,173.2,99.157,270.729,33.346,-79.196,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",yes
US-HB2,2019,3,-83.472,162.692,80.269,54.649,82.423,SC,forest,28.0,upper med,med,2.977,0.507,14.107,8.989,204.874,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,4,-100.489,225.435,128.59,74.606,96.845,SC,forest,28.0,upper med,med,3.022,0.43,19.083,10.461,251.895,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,5,-103.619,267.845,161.715,87.335,106.13,SC,forest,28.0,upper med,med,3.067,0.396,24.861,13.356,297.784,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,6,-67.786,251.06,194.994,105.842,56.066,SC,forest,28.0,upper med,med,2.372,0.223,26.103,12.352,270.109,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,7,-54.084,264.047,191.727,103.757,72.32,SC,forest,28.0,upper med,med,2.545,0.274,27.582,13.044,272.45,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,8,-19.557,242.465,209.491,93.769,32.974,SC,forest,28.0,upper med,med,2.586,0.136,27.132,12.422,230.059,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB2,2019,9,-7.951,234.599,193.498,76.865,41.101,SC,forest,28.0,upper med,med,3.052,0.175,26.001,12.387,234.006,216.8,62.5,296.6,33.324,-79.244,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,4,0.387,24.293,19.923,7.479,4.37,SC,forest,28.0,upper med,med,3.248,0.18,20.348,7.489,282.062,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,5,14.431,154.812,133.916,51.532,20.896,SC,forest,28.0,upper med,med,3.004,0.135,24.062,8.322,287.272,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,6,22.247,192.971,211.964,85.36,-18.993,SC,forest,28.0,upper med,med,2.261,-0.098,25.232,6.934,262.525,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,7,-8.0,230.729,228.66,93.685,2.069,SC,forest,28.0,upper med,med,2.463,0.009,26.839,7.317,265.897,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,8,22.443,217.009,227.954,80.288,-10.945,SC,forest,28.0,upper med,med,2.703,-0.05,26.462,6.373,228.261,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2019,9,-8.759,185.141,158.62,72.48,26.521,SC,forest,28.0,upper med,med,2.554,0.143,24.866,6.116,229.883,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,4,-3.955,33.048,27.806,12.555,5.243,SC,forest,28.0,upper med,med,2.632,0.159,19.541,7.694,283.509,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,5,-21.332,183.959,159.594,69.356,24.366,SC,forest,28.0,upper med,med,2.652,0.132,20.795,6.119,264.871,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,6,8.291,239.797,238.129,85.176,1.668,SC,forest,28.0,upper med,med,2.815,0.007,24.053,5.783,235.902,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,7,-19.557,255.722,227.022,105.99,28.7,SC,forest,28.0,upper med,med,2.413,0.112,26.89,6.962,265.528,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,8,-18.214,268.68,279.929,91.596,-11.249,SC,forest,28.0,upper med,med,2.933,-0.042,26.231,5.226,214.028,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2020,9,-1.099,223.268,222.262,72.123,1.006,SC,forest,28.0,upper med,med,3.096,0.005,23.359,4.94,169.784,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,4,-3.01,19.646,15.85,5.61,3.796,SC,forest,28.0,upper med,med,3.502,0.193,20.417,8.714,308.902,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,5,-31.198,139.15,96.687,48.893,42.463,SC,forest,28.0,upper med,med,2.846,0.305,20.945,8.485,291.12,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,6,39.225,181.631,190.318,76.749,-8.687,SC,forest,28.0,upper med,med,2.367,-0.048,24.813,5.792,237.423,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,7,-9.349,240.129,217.603,94.795,22.526,SC,forest,28.0,upper med,med,2.533,0.094,25.86,6.121,243.193,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,8,20.682,249.876,253.642,94.224,-3.767,SC,forest,28.0,upper med,med,2.652,-0.015,25.908,4.937,213.047,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2021,9,-14.503,189.049,158.014,81.021,31.035,SC,forest,28.0,upper med,med,2.333,0.164,23.349,6.175,219.201,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,4,-4.997,25.359,17.646,10.435,7.713,SC,forest,28.0,upper med,med,2.43,0.304,18.289,7.268,316.509,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,5,-22.452,208.062,179.336,70.877,28.726,SC,forest,28.0,upper med,med,2.936,0.138,22.909,7.25,272.013,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,6,-19.534,234.596,215.025,82.222,19.572,SC,forest,28.0,upper med,med,2.853,0.083,25.279,8.0,271.287,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,7,42.819,214.621,248.886,91.406,-34.265,SC,forest,28.0,upper med,med,2.348,-0.16,26.973,6.427,234.455,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,8,34.463,230.892,243.946,85.227,-13.054,SC,forest,28.0,upper med,med,2.709,-0.057,25.724,5.714,216.55,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HB3,2022,9,-2.357,195.477,181.045,74.822,14.433,SC,forest,28.0,upper med,med,2.613,0.074,23.516,6.455,203.653,155.0,115.523,294.552,33.348,-79.232,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2015,5,-9.301,38.319,26.067,18.439,12.252,NJ,wetlands,3.1,very low,low,2.078,0.32,22.799,11.491,274.558,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2015,6,-45.142,152.537,109.298,77.036,43.24,NJ,wetlands,3.1,very low,low,1.98,0.283,22.487,8.59,219.644,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2015,7,-49.69,169.576,123.638,97.797,45.938,NJ,wetlands,3.1,very low,low,1.734,0.271,25.764,12.256,249.397,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2015,8,-17.718,133.758,114.93,95.789,18.828,NJ,wetlands,3.1,very low,low,1.396,0.141,26.113,12.254,242.492,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2015,9,-10.621,120.354,111.626,66.892,8.729,NJ,wetlands,3.1,very low,low,1.799,0.073,23.302,9.489,187.324,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2016,5,-7.605,35.646,35.285,21.603,0.361,NJ,wetlands,3.1,very low,low,1.65,0.01,24.634,13.832,273.702,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2016,6,-53.203,172.182,135.88,100.883,36.302,NJ,wetlands,3.1,very low,low,1.707,0.211,22.721,12.525,272.646,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2016,7,-55.836,210.34,161.478,113.397,48.863,NJ,wetlands,3.1,very low,low,1.855,0.232,27.043,13.511,251.89,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2016,8,-35.651,177.133,150.866,105.105,26.267,NJ,wetlands,3.1,very low,low,1.685,0.148,27.662,14.253,231.851,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2016,9,-11.861,108.576,83.022,65.594,25.553,NJ,wetlands,3.1,very low,low,1.655,0.235,21.778,10.285,171.62,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2017,5,-10.416,41.258,35.051,18.334,6.207,NJ,wetlands,3.1,very low,low,2.25,0.15,16.962,5.498,165.337,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2017,6,-80.751,224.8,172.058,128.22,52.742,NJ,wetlands,3.1,very low,low,1.753,0.235,22.867,11.561,256.763,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-HPY,2017,7,-68.006,201.124,147.59,130.061,53.534,NJ,wetlands,3.1,very low,low,1.546,0.266,24.972,11.639,232.861,114.2,143.772,279.387,40.769,-74.085,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS3,2018,5,-52.364,85.641,35.258,65.789,50.383,FL,wetlands,23.0,low med,med,1.302,0.588,24.321,4.981,194.355,140.6,124.4,296.7,28.708,-80.743,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS3,2018,6,-57.687,123.344,66.114,111.677,57.23,FL,wetlands,23.0,low med,med,1.104,0.464,26.526,6.248,270.424,140.6,124.4,296.7,28.708,-80.743,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS3,2018,7,-93.0,174.681,86.758,104.074,87.924,FL,wetlands,23.0,low med,med,1.678,0.503,27.32,6.901,256.74,140.6,124.4,296.7,28.708,-80.743,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS3,2018,8,-111.145,170.523,60.868,108.285,109.655,FL,wetlands,23.0,low med,med,1.575,0.643,27.445,6.225,254.296,140.6,124.4,296.7,28.708,-80.743,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS3,2018,9,-83.902,174.323,82.573,86.674,91.75,FL,wetlands,23.0,low med,med,2.011,0.526,27.962,7.392,253.885,140.6,124.4,296.7,28.708,-80.743,"Humid Subtropical: mild with no dry season, hot summer","Humid Continental, mild, hot",no
US-KS4,2017,4,-37.861,122.087,82.49,71.935,39.598,FL,wetlands,23.0,low med,med,1.697,0.324,23.442,16.967,284.692,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2017,5,12.43,63.858,53.831,28.358,10.027,FL,wetlands,23.0,low med,med,2.252,0.157,26.838,14.474,312.552,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2017,6,-19.766,142.182,136.525,70.218,5.657,FL,wetlands,23.0,low med,med,2.025,0.04,27.394,5.994,204.711,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2017,7,-7.826,167.61,158.43,92.019,9.18,FL,wetlands,23.0,low med,med,1.821,0.055,28.615,8.923,239.419,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2017,8,-20.449,173.821,145.27,104.248,28.551,FL,wetlands,23.0,low med,med,1.667,0.164,28.534,7.966,228.607,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2017,9,-55.679,178.261,146.985,99.163,31.276,FL,wetlands,23.0,low med,med,1.798,0.175,30.264,12.486,208.329,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,3,1.973,14.505,14.195,10.482,0.31,FL,wetlands,23.0,low med,med,1.384,0.021,22.033,8.362,231.365,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,4,11.16,77.594,82.67,66.742,-5.076,FL,wetlands,23.0,low med,med,1.163,-0.065,22.975,8.673,257.806,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,5,12.025,84.379,94.92,71.075,-10.541,FL,wetlands,23.0,low med,med,1.187,-0.125,24.607,7.667,202.729,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,6,6.737,83.676,83.881,96.22,-0.206,FL,wetlands,23.0,low med,med,0.87,-0.002,27.683,9.191,264.083,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
US-KS4,2018,7,-14.799,148.634,138.061,100.606,10.573,FL,wetlands,23.0,low med,med,1.477,0.071,28.398,9.344,248.146,108.6,83.46,273.404,28.6,-80.721,"Humid Subtropical: dry winter, hot summer","Humid Continental, dry, hot",no
