"SPEI_timescale","water_class","SPEI_value","month_f","site_name","spei_ecosystem","predicted_WUE_T","predicted_se","predicted_lower","predicted_upper","predicted_near_normal_WUE_T","predicted_change","predicted_pct_change","predicted_lower_pct","predicted_upper_pct","impact_class_10pct"
"SPEI_48","Upland",-1.57717098116367,"7","US-A03","SPEI_48__Upland",5.75153676589207,0.580998202331689,4.61278028932196,6.89029324246218,5.50702674358798,0.244510022304093,4.43996431629435,-16.2382805804824,25.1182092130711,"No meaningful change"
"SPEI_1","Freshwater",-1.57717098116367,"7","US-A03","SPEI_1__Freshwater",4.22010408662416,0.684588451688364,2.87831072131497,5.56189745193335,4.21954140936123,0.000562677262933242,0.0133350335580288,-31.7861719539162,31.8128420210323,"No meaningful change"
"SPEI_3","Freshwater",-1.57717098116367,"7","US-A03","SPEI_3__Freshwater",4.21931184814651,0.684562368869775,2.87756960516175,5.56105409113127,4.21951351065009,-0.000201662503577893,-0.00477928327682551,-31.8032849545631,31.7937263880094,"No meaningful change"
"SPEI_6","Freshwater",-1.57717098116367,"7","US-A03","SPEI_6__Freshwater",4.22005348855425,0.684594365860718,2.87824853146724,5.56185844564126,4.21959154835205,0.000461940202201916,0.0109475098930446,-31.7884563355111,31.8103513552971,"No meaningful change"
"SPEI_12","Freshwater",-1.57717098116367,"7","US-A03","SPEI_12__Freshwater",4.21988982627499,0.684555487761016,2.8781610702634,5.56161858228658,4.21957016391976,0.000319662355227734,0.0075757089658342,-31.790183396554,31.8053348144856,"No meaningful change"
"SPEI_24","Freshwater",-1.57717098116367,"7","US-A03","SPEI_24__Freshwater",4.22262148865246,0.684875013095224,2.88026646298582,5.5649765143191,4.22053295499704,0.00208853365542261,0.0494850692481816,-31.7558589472536,31.85482908575,"No meaningful change"
"SPEI_36","Freshwater",-1.57717098116367,"7","US-A03","SPEI_36__Freshwater",4.22040134796071,0.684610054543195,2.87856564105605,5.56223705486537,4.21970971318329,0.000691634777426842,0.016390577182739,-31.7828515060458,31.8156326604113,"No meaningful change"
"SPEI_48","Freshwater",-1.57717098116367,"7","US-A03","SPEI_48__Freshwater",4.22006849343647,0.684616075026414,2.8782209863847,5.56191600048824,4.21964494790908,0.000423545527390878,0.0100374683799108,-31.789972333788,31.8100472705478,"No meaningful change"
"SPEI_1","Saline",-1.57717098116367,"7","US-A03","SPEI_1__Saline",3.79686923164006,0.789826977284138,2.24880835616315,5.34493010711697,3.79571448215135,0.0011547494887032,0.0304224539051395,-40.7540170174086,40.8148619252189,"No meaningful change"
"SPEI_3","Saline",-1.57717098116367,"7","US-A03","SPEI_3__Saline",3.79643954755893,0.789770002302135,2.24849034304675,5.34438875207111,3.79581271083288,0.000626836726054236,0.0165139002845242,-40.7639281930382,40.7969559936072,"No meaningful change"
"SPEI_6","Saline",-1.57717098116367,"7","US-A03","SPEI_6__Saline",3.78577412552769,0.804218956899261,2.20950497000514,5.36204328105024,3.72785187663226,0.0579222488954332,1.55377012854277,-40.7298078591791,43.8373481162646,"No meaningful change"
"SPEI_12","Saline",-1.57717098116367,"7","US-A03","SPEI_12__Saline",3.79561983939307,0.789753132387286,2.24770369991399,5.34353597887215,3.79590600007587,-0.000286160682803072,-0.00753866620504701,-40.7861074571113,40.7710301247012,"No meaningful change"
"SPEI_24","Saline",-1.57717098116367,"7","US-A03","SPEI_24__Saline",3.78079443389954,0.791202414165153,2.23003770213584,5.33155116566324,3.79486170186332,-0.0140672679637817,-0.370692506577367,-41.2353366911668,40.493951678012,"No meaningful change"
"SPEI_36","Saline",-1.57717098116367,"7","US-A03","SPEI_36__Saline",3.744045755126,0.795014087794616,2.18581814304856,5.30227336720345,3.78973207975865,-0.0456863246326527,-1.2055291421963,-42.3226207804179,39.9115624960253,"No meaningful change"
"SPEI_48","Saline",-1.57717098116367,"7","US-A03","SPEI_48__Saline",3.79516145575303,0.789801359098808,2.24715079191937,5.3431721195867,3.79598202691605,-0.000820571163013373,-0.0216168347793792,-40.801859018679,40.7586253491202,"No meaningful change"
"SPEI_1","Upland",-1.54293156923996,"7","US-A03","SPEI_1__Upland",5.75401988439798,0.580974486619266,4.61530989062422,6.89272987817174,5.48919319302184,0.264826691376145,4.82451030713962,-15.9200682444288,25.569088858708,"No meaningful change"
"SPEI_3","Upland",-1.54293156923996,"7","US-A03","SPEI_3__Upland",6.30552329522801,0.590052002375078,5.14902137057285,7.46202521988316,5.38809641457018,0.917426880657829,17.026920271452,-4.43709662193185,38.4909371648359,"WUE increase"
"SPEI_6","Upland",-1.54293156923996,"7","US-A03","SPEI_6__Upland",5.97267351061942,0.582646691517818,4.8306859952445,7.11466102599435,5.44677574908028,0.525897761539139,9.65521229009547,-11.3110908584738,30.6215154386647,"No meaningful change"
"SPEI_12","Upland",-1.54293156923996,"7","US-A03","SPEI_12__Upland",5.81097983761751,0.580131646997339,4.67392180950273,6.9480378657323,5.4960425846593,0.314937252958215,5.7302549626758,-14.9584134855741,26.4189234109257,"No meaningful change"
"SPEI_24","Upland",-1.54293156923996,"7","US-A03","SPEI_24__Upland",5.94563784267928,0.580281580937643,4.8082859440415,7.08298974131706,5.49325156310849,0.45238627957079,8.23530971362973,-12.4692199364594,28.9398393637189,"No meaningful change"
"SPEI_36","Upland",-1.54293156923996,"7","US-A03","SPEI_36__Upland",5.85308224760574,0.580383906174083,4.71552979150453,6.99063470370694,5.50528577568923,0.347796471916509,6.31750078174584,-14.3454130514382,26.9804146149299,"No meaningful change"
"SPEI_48","Upland",-1.54293156923996,"7","US-A03","SPEI_48__Upland",5.74622417823333,0.580524837583956,4.60839549656878,6.88405285989788,5.50702674358798,0.239197434645354,4.34349506153861,-16.3179023611154,25.0048924841926,"No meaningful change"
"SPEI_1","Freshwater",-1.54293156923996,"7","US-A03","SPEI_1__Freshwater",4.22009750233294,0.684584562303266,2.87831176021854,5.56188324444734,4.21954140936123,0.000556092971715216,0.0131789907424892,-31.7861473326725,31.8125053141575,"No meaningful change"
"SPEI_3","Freshwater",-1.54293156923996,"7","US-A03","SPEI_3__Freshwater",4.21931781086365,0.684559609963836,2.87758097533454,5.56105464639277,4.21951351065009,-0.000195699786437409,-0.00463797037131083,-31.8030154881245,31.7937395473819,"No meaningful change"
"SPEI_6","Freshwater",-1.54293156923996,"7","US-A03","SPEI_6__Freshwater",4.22004717383442,0.684590599490897,2.87824959883226,5.56184474883658,4.21959154835205,0.000455625482373101,0.0107978574976302,-31.7884310400528,31.810026755048,"No meaningful change"
"SPEI_12","Freshwater",-1.54293156923996,"7","US-A03","SPEI_12__Freshwater",4.21988513173904,0.684553225143926,2.87816081045694,5.56160945302113,4.21957016391976,0.000314967819275758,0.00746445270584549,-31.7901895537322,31.8051184591438,"No meaningful change"
"SPEI_24","Freshwater",-1.54293156923996,"7","US-A03","SPEI_24__Freshwater",4.2226162050505,0.684864201038006,2.88028237101601,5.564950039085,4.22053295499704,0.00208325005346399,0.0493598812206278,-31.7554820273158,31.8542017897571,"No meaningful change"
"SPEI_36","Freshwater",-1.54293156923996,"7","US-A03","SPEI_36__Freshwater",4.2203947278135,0.684606263979342,2.87856645041399,5.56222300521301,4.21970971318329,0.000685014630215086,0.0162336908644439,-31.7828323256283,31.8152997073572,"No meaningful change"
"SPEI_48","Freshwater",-1.54293156923996,"7","US-A03","SPEI_48__Freshwater",4.22006510692871,0.684611832448125,2.87822591533038,5.56190429852703,4.21964494790908,0.000420159019626887,0.00995721262840098,-31.7898555242995,31.8097699495563,"No meaningful change"
"SPEI_1","Saline",-1.54293156923996,"7","US-A03","SPEI_1__Saline",3.79683917004428,0.789821448092919,2.24878913178216,5.3448892083064,3.79571448215135,0.00112468789292786,0.0296304661010857,-40.7545234933587,40.8137844255609,"No meaningful change"
"SPEI_3","Saline",-1.54293156923996,"7","US-A03","SPEI_3__Saline",3.79642270353004,0.789766554184167,2.24848025732907,5.34436514973101,3.79581271083288,0.000609992697162998,0.0160701473869387,-40.7641938994479,40.7963341942218,"No meaningful change"
"SPEI_6","Saline",-1.54293156923996,"7","US-A03","SPEI_6__Saline",3.77954165564968,0.803587041709878,2.20451105389832,5.35457225740104,3.72785187663226,0.0516897790174227,1.38658349977465,-40.8637701589722,43.6369371585215,"No meaningful change"
"SPEI_12","Saline",-1.54293156923996,"7","US-A03","SPEI_12__Saline",3.79562419811102,0.789750181292194,2.24771384277832,5.34353455344372,3.79590600007587,-0.000281801964849837,-0.00742383939023265,-40.7858402517503,40.7709925729698,"No meaningful change"
"SPEI_24","Saline",-1.54293156923996,"7","US-A03","SPEI_24__Saline",3.78105067193804,0.791144689574468,2.23040708037209,5.331694263504,3.79486170186332,-0.0138110299252761,-0.363940270036578,-41.2256030495938,40.4977225095207,"No meaningful change"
"SPEI_36","Saline",-1.54293156923996,"7","US-A03","SPEI_36__Saline",3.74425981479419,0.7948370681433,2.18637916123332,5.30214046835506,3.78973207975865,-0.0454722649644634,-1.19988073054914,-42.3078171433016,39.9080556822033,"No meaningful change"
"SPEI_48","Saline",-1.54293156923996,"7","US-A03","SPEI_48__Saline",3.7951781958814,0.789796300582971,2.24717744673878,5.34317894502403,3.79598202691605,-0.000803831034642322,-0.0211758387932984,-40.8011568335995,40.7588051560129,"No meaningful change"
"SPEI_1","Upland",-1.50869215731625,"7","US-A03","SPEI_1__Upland",5.74840596535921,0.580413474472739,4.61079555539265,6.88601637532578,5.48919319302184,0.259212772337379,4.72223809988878,-16.0023086588728,25.4467848586504,"No meaningful change"
"SPEI_3","Upland",-1.50869215731625,"7","US-A03","SPEI_3__Upland",6.28400598319308,0.588803511860694,5.12995109994612,7.43806086644004,5.38809641457018,0.895909568622899,16.6275712179209,-4.79102998094094,38.0461724167827,"WUE increase"
"SPEI_6","Upland",-1.50869215731625,"7","US-A03","SPEI_6__Upland",5.95999140465513,0.581868513987661,4.81952911723931,7.10045369207094,5.44677574908028,0.513215655574847,9.42237535043564,-11.5159253976425,30.3606760985138,"No meaningful change"
"SPEI_12","Upland",-1.50869215731625,"7","US-A03","SPEI_12__Upland",5.80398560762607,0.579661932260328,4.66784822039583,6.94012299485631,5.4960425846593,0.307943022966776,5.60299557769648,-15.0689218925477,26.2749130479406,"No meaningful change"
"SPEI_24","Upland",-1.50869215731625,"7","US-A03","SPEI_24__Upland",5.93558572560252,0.579804568827402,4.79916877070081,7.07200268050423,5.49325156310849,0.442334162494034,8.05231942160917,-12.6351903682873,28.7398292115056,"No meaningful change"
"SPEI_36","Upland",-1.50869215731625,"7","US-A03","SPEI_36__Upland",5.84535820266036,0.579915321189969,4.70872417312802,6.9819922321927,5.50528577568923,0.340072426971137,6.17719843850544,-14.4690327626358,26.8234296396467,"No meaningful change"
"SPEI_48","Upland",-1.50869215731625,"7","US-A03","SPEI_48__Upland",5.7409114259346,0.580061135379504,4.60399160059077,6.87783125127843,5.50702674358798,0.233884682346624,4.24702281714801,-16.3978710299281,24.8919166642241,"No meaningful change"
"SPEI_1","Freshwater",-1.50869215731625,"7","US-A03","SPEI_1__Freshwater",4.22009066381921,0.684580721337055,2.87831244999858,5.56186887763984,4.21954140936123,0.000549254457979487,0.0130169230419434,-31.7861309853975,31.8121648314814,"No meaningful change"
"SPEI_3","Freshwater",-1.50869215731625,"7","US-A03","SPEI_3__Freshwater",4.2193237328804,0.684556880325366,2.87759224744268,5.56105521831812,4.21951351065009,-0.000189777769690203,-0.00449762204128987,-31.8027483457604,31.7937531016778,"No meaningful change"
"SPEI_6","Freshwater",-1.50869215731625,"7","US-A03","SPEI_6__Freshwater",4.22004066278191,0.684586875158284,2.87825038747168,5.56183093809215,4.21959154835205,0.000449114429863506,0.0106435522186717,-31.788412350106,31.8096994545434,"No meaningful change"
"SPEI_12","Freshwater",-1.50869215731625,"7","US-A03","SPEI_12__Freshwater",4.21988032126104,0.684550983451438,2.87816039369622,5.56160024882586,4.21957016391976,0.000310157341276707,0.00735044872410858,-31.7901994305847,31.8049003280329,"No meaningful change"
"SPEI_24","Freshwater",-1.50869215731625,"7","US-A03","SPEI_24__Freshwater",4.22260914048933,0.684853426570714,2.88029642441073,5.56492185656793,4.22053295499704,0.00207618549228883,0.0491924956972711,-31.7551490505362,31.8535340419308,"No meaningful change"
"SPEI_36","Freshwater",-1.50869215731625,"7","US-A03","SPEI_36__Freshwater",4.22038770201172,0.684602497880143,2.87856680616664,5.5622085978568,4.21970971318329,0.00067798882843384,0.0160671912173403,-31.7828238948908,31.8149582773255,"No meaningful change"
"SPEI_48","Freshwater",-1.50869215731625,"7","US-A03","SPEI_48__Freshwater",4.22006152416171,0.684607629736058,2.87823056987904,5.56189247844439,4.21964494790908,0.000416576252632694,0.00987230579291076,-31.7897452176572,31.809489829243,"No meaningful change"
"SPEI_1","Saline",-1.50869215731625,"7","US-A03","SPEI_1__Saline",3.79680892591149,0.789815968919635,2.24876962682901,5.34484822499398,3.79571448215135,0.00109444376014034,0.02883366926798,-40.7550373611231,40.8127046996591,"No meaningful change"
"SPEI_3","Saline",-1.50869215731625,"7","US-A03","SPEI_3__Saline",3.79640576688948,0.789763139354409,2.24847001375484,5.34434152002413,3.79581271083288,0.000593056056607644,0.0156239546517962,-40.7644637645601,40.7957116738637,"No meaningful change"
"SPEI_6","Saline",-1.50869215731625,"7","US-A03","SPEI_6__Saline",3.77344385393979,0.802979684965962,2.19960367140651,5.34728403647308,3.72785187663226,0.0455919773075371,1.22300935810585,-40.9954111858749,43.4414299020866,"No meaningful change"
"SPEI_12","Saline",-1.50869215731625,"7","US-A03","SPEI_12__Saline",3.7956286577366,0.789747266093405,2.24772401619353,5.34353329927967,3.79590600007587,-0.000277342339272124,-0.00730635424761784,-40.7855722415519,40.7709595330566,"No meaningful change"
"SPEI_24","Saline",-1.50869215731625,"7","US-A03","SPEI_24__Saline",3.78130927539657,0.791087936000948,2.23077692083472,5.33184162995843,3.79486170186332,-0.0135524264667475,-0.357125701315889,-41.2158572276987,40.501605825067,"No meaningful change"
"SPEI_36","Saline",-1.50869215731625,"7","US-A03","SPEI_36__Saline",3.74451660254227,0.794661577832081,2.18697990999139,5.30205329509315,3.78973207975865,-0.0452154772163853,-1.19310484922894,-42.2919651319872,39.9057554335293,"No meaningful change"
"SPEI_48","Saline",-1.50869215731625,"7","US-A03","SPEI_48__Saline",3.79519512969704,0.789791319916768,2.24720414266017,5.3431861167339,3.79598202691605,-0.000786897219008598,-0.0207297403788788,-40.8004535657441,40.7589940849864,"No meaningful change"
"SPEI_1","Upland",-1.47445274539254,"7","US-A03","SPEI_1__Upland",5.74274811441187,0.579872266921866,4.60619847124502,6.87929775757873,5.48919319302184,0.253554921390037,4.61916555810734,-16.0860565610868,25.3243876773015,"No meaningful change"
"SPEI_3","Upland",-1.47445274539254,"7","US-A03","SPEI_3__Upland",6.26224846963691,0.587617258603747,5.11051864277357,7.41397829650025,5.38809641457018,0.874152055066733,16.223764160992,-5.15168531591233,37.5992136378964,"WUE increase"
"SPEI_6","Upland",-1.47445274539254,"7","US-A03","SPEI_6__Upland",5.9472464029799,0.581129480932883,4.80823262035145,7.08626018560835,5.44677574908028,0.500470653899615,9.18838367788728,-11.7233232676535,30.100090623428,"No meaningful change"
"SPEI_12","Upland",-1.47445274539254,"7","US-A03","SPEI_12__Upland",5.79699099998107,0.579202568934581,4.66175396486929,6.93222803509285,5.4960425846593,0.300948415321774,5.47572932134459,-15.179806323166,26.1312649658551,"No meaningful change"
"SPEI_24","Upland",-1.47445274539254,"7","US-A03","SPEI_24__Upland",5.92553353911392,0.579338024836627,4.79003101043413,7.06103606779371,5.49325156310849,0.432281976005436,7.86932786600472,-12.8015355676961,28.5401912997055,"No meaningful change"
"SPEI_36","Upland",-1.47445274539254,"7","US-A03","SPEI_36__Upland",5.83763381955832,0.579456776962204,4.7018985367124,6.97336910240424,5.50528577568923,0.332348043869092,6.03688995286506,-14.5930160887288,26.6667959944589,"No meaningful change"
"SPEI_48","Upland",-1.47445274539254,"7","US-A03","SPEI_48__Upland",5.73559850771106,0.57960711449707,4.5995685632968,6.87162845212532,5.50702674358798,0.228571764123085,4.15054755979203,-16.4781872786029,24.7792823981869,"No meaningful change"
"SPEI_1","Freshwater",-1.47445274539254,"7","US-A03","SPEI_1__Freshwater",4.22008356492104,0.684576929265091,2.87831278356146,5.56185434628062,4.21954140936123,0.000542155559813295,0.0128486844236319,-31.7861230802047,31.811820449052,"No meaningful change"
"SPEI_3","Freshwater",-1.47445274539254,"7","US-A03","SPEI_3__Freshwater",4.21932961243794,0.684554180260057,2.87760341912823,5.56105580574766,4.21951351065009,-0.000183898212146261,-0.00435827996952966,-31.802483583353,31.793767023414,"No meaningful change"
"SPEI_6","Freshwater",-1.47445274539254,"7","US-A03","SPEI_6__Freshwater",4.22003395324374,0.684583193172209,2.87825089462621,5.56181701186126,4.21959154835205,0.000442404891686898,0.0104845430325994,-31.7884003310628,31.809369417128,"No meaningful change"
"SPEI_12","Freshwater",-1.47445274539254,"7","US-A03","SPEI_12__Freshwater",4.21987539288192,0.684548762789966,2.87815981781358,5.56159096795025,4.21957016391976,0.000305228962155013,0.00723365059230277,-31.7902130784828,31.8046803796674,"No meaningful change"
"SPEI_24","Freshwater",-1.47445274539254,"7","US-A03","SPEI_24__Freshwater",4.22260026304212,0.684842690341859,2.88030858997208,5.56489193611217,4.22053295499704,0.00206730804508304,0.048982156214072,-31.7548608034954,31.8528251159235,"No meaningful change"
"SPEI_36","Freshwater",-1.47445274539254,"7","US-A03","SPEI_36__Freshwater",4.22038026352565,0.684598756549807,2.87856670068803,5.56219382636327,4.21970971318329,0.000670550342360521,0.0158909116488648,-31.782826394556,31.8146082178537,"No meaningful change"
"SPEI_48","Freshwater",-1.47445274539254,"7","US-A03","SPEI_48__Freshwater",4.2200577392115,0.684603467196995,2.87823494350539,5.56188053491761,4.21964494790908,0.000412791302421667,0.00978260748279813,-31.7896415685018,31.8092067834673,"No meaningful change"
"SPEI_1","Saline",-1.47445274539254,"7","US-A03","SPEI_1__Saline",3.7967785060622,0.789810540827745,2.24874984603982,5.34480716608458,3.79571448215135,0.00106402391084393,0.0280322430953988,-40.7555584959262,40.811622982117,"No meaningful change"
"SPEI_3","Saline",-1.47445274539254,"7","US-A03","SPEI_3__Saline",3.79638874267068,0.789759758327335,2.24845961634911,5.34431786899226,3.79581271083288,0.000576031837807633,0.0151754546836227,-40.7647376823355,40.7950885917027,"No meaningful change"
"SPEI_6","Saline",-1.47445274539254,"7","US-A03","SPEI_6__Saline",3.76748550509111,0.802396324240827,2.19478870957909,5.34018230060313,3.72785187663226,0.0396336284588532,1.06317605340742,-41.1245730191978,43.2509251260127,"No meaningful change"
"SPEI_12","Saline",-1.47445274539254,"7","US-A03","SPEI_12__Saline",3.79563321940557,0.78974438713339,2.24773422062412,5.34353221818701,3.79590600007587,-0.000272780670307338,-0.00718618085647762,-40.7853034142786,40.7709310525657,"No meaningful change"
"SPEI_24","Saline",-1.47445274539254,"7","US-A03","SPEI_24__Saline",3.78157029023116,0.791032154440299,2.23114726752818,5.33199331293415,3.79486170186332,-0.0132914116321565,-0.350247589408338,-41.2060980659016,40.5056028870849,"No meaningful change"
"SPEI_36","Saline",-1.47445274539254,"7","US-A03","SPEI_36__Saline",3.7448166917475,0.794487621541325,2.1876209535265,5.3020124299685,3.78973207975865,-0.0449153880111552,-1.18518636847847,-42.27504985878,39.9046771218231,"No meaningful change"
"SPEI_48","Saline",-1.47445274539254,"7","US-A03","SPEI_48__Saline",3.79521225671522,0.789786417615954,2.24723087818795,5.34319363524249,3.79598202691605,-0.000769770200827136,-0.0202785523052783,-40.7997492545122,40.7591921499016,"No meaningful change"
"SPEI_1","Upland",-1.44021333346883,"7","US-A03","SPEI_1__Upland",5.73704616802685,0.579350374578824,4.60151943385236,6.87257290220135,5.48919319302184,0.247852975005017,4.5152897026853,-16.1712974558435,25.2018768612141,"No meaningful change"
"SPEI_3","Upland",-1.44021333346883,"7","US-A03","SPEI_3__Upland",6.24025223325944,0.586491931875056,5.09072804678433,7.38977641973455,5.38809641457018,0.852155818689266,15.8155265444938,-5.51898750329925,37.1500405922869,"WUE increase"
"SPEI_6","Upland",-1.44021333346883,"7","US-A03","SPEI_6__Upland",5.93444101150329,0.580428118090493,4.79680190004592,7.07208012296065,5.44677574908028,0.487665262423003,8.95328327966041,-11.9331854105452,29.839751969866,"No meaningful change"
"SPEI_12","Upland",-1.44021333346883,"7","US-A03","SPEI_12__Upland",5.78999601533473,0.578753575166757,4.65563900800788,6.92435302266157,5.4960425846593,0.293953430675434,5.34845620548729,-15.2910674127083,25.9879798236829,"No meaningful change"
"SPEI_24","Upland",-1.44021333346883,"7","US-A03","SPEI_24__Upland",5.91548128293027,0.57888197210104,4.78087261761223,7.05008994824831,5.49325156310849,0.422229719821783,7.68633504166073,-12.9682563653272,28.3409264486487,"No meaningful change"
"SPEI_36","Upland",-1.44021333346883,"7","US-A03","SPEI_36__Upland",5.82990909659374,0.579008291838323,4.69505284459063,6.96476534859685,5.50528577568923,0.324623320904514,5.89657529383883,-14.7173637139148,26.5105143015924,"No meaningful change"
"SPEI_48","Upland",-1.44021333346883,"7","US-A03","SPEI_48__Upland",5.73028542285716,0.57916279354268,4.5951263475135,6.86544449820081,5.50702674358798,0.22325867926918,4.05406927665873,-16.5588517821569,24.6669903354743,"No meaningful change"
"SPEI_1","Freshwater",-1.44021333346883,"7","US-A03","SPEI_1__Freshwater",4.22007620003367,0.68457318688083,2.87831275374724,5.56183964632009,4.21954140936123,0.000534790672439556,0.0126741420584972,-31.7861237867797,31.8114720708967,"No meaningful change"
"SPEI_3","Freshwater",-1.44021333346883,"7","US-A03","SPEI_3__Freshwater",4.21933544779633,0.684551510323887,2.87761448756151,5.56105640803115,4.21951351065009,-0.000178062853763983,-0.00421998539202566,-31.8022212679641,31.7937812971801,"No meaningful change"
"SPEI_6","Freshwater",-1.44021333346883,"7","US-A03","SPEI_6__Freshwater",4.22002704368289,0.684579554128829,2.87825111759039,5.56180296977539,4.21959154835205,0.00043549533084164,0.0103207935140481,-31.78839504704,31.8090366340681,"No meaningful change"
"SPEI_12","Freshwater",-1.44021333346883,"7","US-A03","SPEI_12__Freshwater",4.21987034496161,0.684546563451485,2.8781590805967,5.56158160932652,4.21957016391976,0.000300181041846592,0.00711401944239125,-31.7902305498568,31.8044585887416,"No meaningful change"
"SPEI_24","Freshwater",-1.44021333346883,"7","US-A03","SPEI_24__Freshwater",4.22258954545745,0.684831994521123,2.88031883619605,5.56486025471885,4.22053295499704,0.00205659046040907,0.0487282170839135,-31.7546180326397,31.8520744668075,"No meaningful change"
"SPEI_36","Freshwater",-1.44021333346883,"7","US-A03","SPEI_36__Freshwater",4.22037240642322,0.684595040706192,2.87856612663908,5.56217868620736,4.21970971318329,0.000662693239934953,0.0157047115792007,-31.7828399985473,31.8142494217057,"No meaningful change"
"SPEI_48","Freshwater",-1.44021333346883,"7","US-A03","SPEI_48__Freshwater",4.2200537464975,0.684599345510849,2.87823902929624,5.56186846369877,4.21964494790908,0.000408798588421355,0.00968798544588268,-31.7895447406668,31.8089207115586,"No meaningful change"
"SPEI_1","Saline",-1.44021333346883,"7","US-A03","SPEI_1__Saline",3.79674791867336,0.789805165632215,2.24872979403421,5.3447660433125,3.79571448215135,0.00103343652200216,0.0272264030095442,-40.7560867760615,40.8105395820806,"No meaningful change"
"SPEI_3","Saline",-1.44021333346883,"7","US-A03","SPEI_3__Saline",3.79637163671674,0.789756412026627,2.24844906914455,5.34429420428893,3.79581271083288,0.000558925883865857,0.0147248014179082,-40.7650155465337,40.7944651493695,"No meaningful change"
"SPEI_6","Saline",-1.44021333346883,"7","US-A03","SPEI_6__Saline",3.76167123905882,0.801836494881342,2.19007170909139,5.33327076902625,3.72785187663226,0.033819362426569,0.907207784691313,-41.25110702977,43.0655225991526,"No meaningful change"
"SPEI_12","Saline",-1.44021333346883,"7","US-A03","SPEI_12__Saline",3.79563788393185,0.78974154501211,2.24774445570811,5.34353131215558,3.79590600007587,-0.000268116144027442,-0.00706329777455191,-40.7850337794671,40.770907183918,"No meaningful change"
"SPEI_24","Saline",-1.44021333346883,"7","US-A03","SPEI_24__Saline",3.78183375632056,0.790977348043896,2.23151815415452,5.3321493584866,3.79486170186332,-0.0130279455427615,-0.343304883452398,-41.1963246761056,40.5097149092008,"No meaningful change"
"SPEI_36","Saline",-1.44021333346883,"7","US-A03","SPEI_36__Saline",3.74516052699068,0.794315233081691,2.18830267015056,5.30201838383079,3.78973207975865,-0.0445715527679775,-1.17611355710444,-42.2570613411299,39.904834226921,"No meaningful change"
"SPEI_48","Saline",-1.44021333346883,"7","US-A03","SPEI_48__Saline",3.79522957560734,0.789781594562145,2.24725765026554,5.34320150094914,3.79598202691605,-0.000752451308707158,-0.0198223095729057,-40.7990439804251,40.7593993612793,"No meaningful change"
"SPEI_1","Upland",-1.40597392154512,"7","US-A03","SPEI_1__Upland",5.73130008535506,0.57884734035859,4.59675929825223,6.8658408724579,5.48919319302184,0.242106892333229,4.41060978944973,-16.2580157663993,25.0792353452988,"No meaningful change"
"SPEI_3","Upland",-1.40597392154512,"7","US-A03","SPEI_3__Upland",6.21801958941935,0.585426423963734,5.07058379845043,7.36545538038827,5.38809641457018,0.829923174849171,15.4029013401642,-5.89285327673701,36.6986559570655,"WUE increase"
"SPEI_6","Upland",-1.40597392154512,"7","US-A03","SPEI_6__Upland",5.92157806215615,0.579763045833881,4.78524249232174,7.05791363199056,5.44677574908028,0.474802313075866,8.71712614854832,-12.1454101882246,29.5796624853212,"No meaningful change"
"SPEI_12","Upland",-1.40597392154512,"7","US-A03","SPEI_12__Upland",5.78300065542287,0.578314968848079,4.64950331648064,6.91649799436511,5.4960425846593,0.286958070763576,5.22117626170767,-15.4027057676289,25.8450582910443,"No meaningful change"
"SPEI_24","Upland",-1.40597392154512,"7","US-A03","SPEI_24__Upland",5.90542895694963,0.578436433329824,4.77169354762317,7.03916436627608,5.49325156310849,0.412177393841142,7.50334094672157,-13.1353535733033,28.1420354667465,"No meaningful change"
"SPEI_36","Upland",-1.40597392154512,"7","US-A03","SPEI_36__Upland",5.82218403292335,0.57856988389908,4.68818706048115,6.95618100536554,5.50528577568923,0.31689825723412,5.75625444610905,-14.8420762972251,26.3545851894432,"No meaningful change"
"SPEI_48","Upland",-1.40597392154512,"7","US-A03","SPEI_48__Upland",5.72497217109965,0.5787281909066,4.59066491692272,6.85927942527659,5.50702674358798,0.217945427511676,3.95758796278659,-16.6398652000775,24.5550411256507,"No meaningful change"
"SPEI_1","Freshwater",-1.40597392154512,"7","US-A03","SPEI_1__Freshwater",4.22006856398396,0.684569495225195,2.87831235334258,5.56182477462534,4.21954140936123,0.000527154622729675,0.0124931733472306,-31.7861332760731,31.8111196227675,"No meaningful change"
"SPEI_3","Freshwater",-1.40597392154512,"7","US-A03","SPEI_3__Freshwater",4.2193412372326,0.684548871267565,2.87762544954818,5.56105702491703,4.21951351065009,-0.000172273417487823,-0.00408277914155276,-31.8019614752975,31.7937959170144,"No meaningful change"
"SPEI_6","Freshwater",-1.40597392154512,"7","US-A03","SPEI_6__Freshwater",4.22001993302418,0.684575958847309,2.87825105368345,5.5617888123649,4.21959154835205,0.000428384672127358,0.0101522781818696,-31.788396561569,31.8087011179327,"No meaningful change"
"SPEI_12","Freshwater",-1.40597392154512,"7","US-A03","SPEI_12__Freshwater",4.21986517610263,0.684544385872267,2.87815817979299,5.56157217241228,4.21957016391976,0.000295012182871091,0.00699152215535242,-31.7902518980907,31.8042349424014,"No meaningful change"
"SPEI_24","Freshwater",-1.40597392154512,"7","US-A03","SPEI_24__Freshwater",4.22257696402099,0.684821342460699,2.88032713279802,5.56482679524396,4.22053295499704,0.00204400902395374,0.0484301164272078,-31.7544214555234,31.8512816883778,"No meaningful change"
