"SPEI_timescale","coast_region","SPEI_z","water_class","month_f","site_name","SPEI_value","predicted_WUE_T","predicted_se","predicted_lower","predicted_upper","predicted_near_normal_WUE_T","predicted_pct_change","predicted_lower_pct","predicted_upper_pct","impact_class_10pct"
"SPEI_6","Atlantic Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,4.5958185570833,0.663836858690908,3.29469831404912,5.89693880011748,4.40047563472377,4.43913200696075,-25.1285863725515,34.006850386473,"No meaningful change"
"SPEI_12","Atlantic Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,4.5531097083208,0.664165981035793,3.25134438549064,5.85487503115095,4.40415927940079,3.38204000969461,-26.1755949495766,32.9396749689658,"No meaningful change"
"SPEI_24","Atlantic Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,4.61233778175057,0.663424997805703,3.31202478605139,5.91265077744975,4.40042976120896,4.81562101978393,-24.73406085815,34.3653028977179,"No meaningful change"
"SPEI_36","Atlantic Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,4.66892978858766,0.663623944124325,3.36822685810398,5.96963271907133,4.40388028796018,6.01854463101782,-23.5168388361415,35.5539280981771,"No meaningful change"
"SPEI_48","Atlantic Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,4.68372870915512,0.662379078166936,3.38546571594793,5.98199170236232,4.39706874909994,6.51934223484372,-23.006304674201,36.0449891438884,"No meaningful change"
"SPEI_1","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.48655414072926,0.845754496301841,3.82887532797765,7.14423295348087,5.21908094817507,5.12490983010562,-26.6369813766449,36.8868010368562,"No meaningful change"
"SPEI_3","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.41240700068056,0.843946278171243,3.75827229546493,7.0665417058962,5.22298902340177,3.62662024427208,-28.0436493619674,35.2968898505116,"No meaningful change"
"SPEI_6","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.46783343404571,0.844484171395219,3.81264445811108,7.12302240998034,5.22698995396369,4.60768974502029,-27.0585080191342,36.2738875091748,"No meaningful change"
"SPEI_12","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.3116774571849,0.841830586404147,3.66168950783277,6.96166540653703,5.2266640362951,1.62653310600131,-29.9421297713953,33.1951959833979,"No meaningful change"
"SPEI_24","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.37413186171592,0.84343626738915,3.72099677763318,7.02726694579865,5.23397305115455,2.67786649246218,-28.9068411077818,34.2625740927062,"No meaningful change"
"SPEI_36","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.28435317527056,0.845573528897889,3.6270290586307,6.94167729191042,5.2279477229959,1.07892150540358,-30.6223158529938,32.780158863801,"No meaningful change"
"SPEI_48","Pacific Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.23841749186663,0.84805772743366,3.57622434609666,6.90061063763661,5.22409120636247,0.274234980559303,-31.5436081640162,32.0920781251348,"No meaningful change"
"SPEI_1","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,9.04963787867182,1.32049223397388,6.46147310008302,11.6378026572606,7.87720549403542,14.8838618660408,-17.9725207756023,47.7402445076839,"WUE increase"
"SPEI_3","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,10.581925927888,1.32642586879778,7.98213122504438,13.1817206307317,7.94946339739766,33.1149713998574,0.410943808577268,65.8189989911376,"WUE increase"
"SPEI_6","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,9.74742895228528,1.33761440904723,7.12570471055272,12.3691531940178,7.97259615021711,22.261666947972,-10.6225302737971,55.1458641697411,"WUE increase"
"SPEI_12","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,9.84868963817769,1.32556028144364,7.25059148654816,12.4467877898072,8.00280858478947,23.0654155204535,-9.39941384667141,55.5302448875784,"WUE increase"
"SPEI_24","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,9.38415282671134,1.32115248847026,6.79469394930964,11.973611704113,7.94817403096647,18.0667759682945,-14.5125166756894,50.6460686122785,"WUE increase"
"SPEI_36","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,8.99010849263153,1.32872220738591,6.38581296615515,11.5944040191079,7.90591305020943,13.7137283895803,-19.2273817635018,46.6548385426624,"WUE increase"
"SPEI_48","Gulf Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,7.70351866430022,1.32932846470494,5.09803487347853,10.3090024551219,7.85698175987961,-1.95320671817035,-35.1145894278282,31.2081759914875,"No meaningful change"
"SPEI_1","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,6.66653760829407,1.01570281789076,4.67576008522818,8.65731513135997,6.83065248046865,-2.40262365336022,-31.5473873308897,26.7421400241692,"No meaningful change"
"SPEI_3","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,6.02838120059579,1.01005194514473,4.04867938811212,8.00808301307945,6.73904960454054,-10.5455286078608,-39.9221013986266,18.831044182905,"WUE decrease"
"SPEI_6","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,6.02214238072543,1.01418493335524,4.03433991134915,8.0099448501017,6.74877030131466,-10.766819555967,-40.2211109398218,18.6874718278878,"WUE decrease"
"SPEI_12","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.94133684732975,1.0545450622495,3.87442852532072,8.00824516933877,6.66092894501964,-10.8031793107165,-41.8335106514291,20.2271520299961,"WUE decrease"
"SPEI_24","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,6.17317457589555,1.06892776676011,4.07807615304575,8.26827299874536,6.6792239104395,-7.57646908277777,-38.9438622251937,23.7909240596382,"No meaningful change"
"SPEI_36","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,5.81258373828673,1.06224885969232,3.73057597328979,7.89459150328367,6.57925428202474,-11.6528486493165,-43.2978904086115,19.9921931099786,"WUE decrease"
"SPEI_48","AK Coast",-1.75991082176298,"Upland","7","US-A03",-1.80048085641454,6.03627630112882,1.04715089135258,3.98386055407777,8.08869204817987,6.64416061733231,-9.14915143107369,-40.0396711710241,21.7413683088767,"No meaningful change"
"SPEI_1","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.49763461511748,0.663326563524306,3.19751455060984,5.79775467962512,4.40407807674474,2.12431607120586,-27.3965062632751,31.6451384056868,"No meaningful change"
"SPEI_3","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.62184622792096,0.663578952911423,3.32123148021457,5.92246097562735,4.4031937543214,4.96576997968753,-24.5722158613838,34.5037558207588,"No meaningful change"
"SPEI_6","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.59304773548955,0.663555895760293,3.29247817979938,5.89361729117973,4.40047563472377,4.3761655955145,-25.1790385153205,33.9313697063495,"No meaningful change"
"SPEI_12","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.55099693627938,0.663879531765936,3.24979305401815,5.85220081854061,4.40415927940079,3.33406781097554,-26.2108191858969,32.878954807848,"No meaningful change"
"SPEI_24","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.60933199422516,0.663154476760311,3.30954921977495,5.90911476867537,4.40042976120896,4.74731433865225,-24.7903182332425,34.284946910547,"No meaningful change"
"SPEI_36","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.66517022120287,0.663352033681793,3.36500023518656,5.96534020721918,4.40388028796018,5.9331752036275,-23.5901065615664,35.4564569688214,"No meaningful change"
"SPEI_48","Atlantic Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,4.67966261043094,0.662139956653215,3.38186829539063,5.97745692547124,4.39706874909994,6.4268692953424,-23.0881187363084,35.9418573269932,"No meaningful change"
"SPEI_1","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.48276019473558,0.845405552391577,3.82576531204809,7.13975507742307,5.21908094817507,5.05221607365021,-26.6965707173821,36.8010028646826,"No meaningful change"
"SPEI_3","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.40972022086101,0.843650206401949,3.75616581631319,7.06327462540883,5.22298902340177,3.57517882236752,-28.0839802748279,35.234337919563,"No meaningful change"
"SPEI_6","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.46441721447008,0.844180698412548,3.80982304558149,7.11901138335868,5.22698995396369,4.54233244367248,-27.1124857874951,36.19715067484,"No meaningful change"
"SPEI_12","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.31047159305881,0.841607111714516,3.66092165409835,6.96002153201926,5.2266640362951,1.60346171442682,-29.9568208578911,33.1637442867448,"No meaningful change"
"SPEI_24","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.372143793481,0.84317914226176,3.71951267464795,7.02477491231405,5.23397305115455,2.63988257058329,-28.9351962974384,34.214961438605,"No meaningful change"
"SPEI_36","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.28355309793333,0.845263192967614,3.62683723971681,6.94026895614985,5.2279477229959,1.0636176542631,-30.6259849584259,32.7532202669521,"No meaningful change"
"SPEI_48","Pacific Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.23821428214317,0.847683697312891,3.5767542354099,6.89967432887644,5.22409120636247,0.270345122679028,-31.5334649775305,32.0741552228886,"No meaningful change"
"SPEI_1","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,9.03300763208124,1.31885493833003,6.44805195295438,11.6179633112081,7.87720549403542,14.6727432580119,-18.1429003237657,47.4883868397894,"WUE increase"
"SPEI_3","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,10.5445860338385,1.32466486999645,7.94824288864547,13.1409291790316,7.94946339739766,32.6452554934765,-0.0153533476560098,65.305864334609,"WUE increase"
"SPEI_6","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,9.72225401892261,1.33562311389751,7.10443271568348,12.3400753221617,7.97259615021711,21.9458986224688,-10.8893441756734,54.7811414206111,"WUE increase"
"SPEI_12","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,9.82250692820055,1.32389792756173,7.22766699017956,12.4173468662215,8.00280858478947,22.738246505979,-9.68586948441052,55.1623624963685,"WUE increase"
"SPEI_24","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,9.36378433315468,1.3195771174154,6.77741318302049,11.9501554832889,7.94817403096647,17.8105096425031,-14.7299347420507,50.3509540270569,"WUE increase"
"SPEI_36","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,8.97472983387377,1.32692328212155,6.37396020091553,11.575499466832,7.90591305020943,13.5192074195153,-19.3773045512221,46.4157193902528,"WUE increase"
"SPEI_48","Gulf Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,7.7056954457978,1.32740933043931,5.10397315813675,10.3074177334589,7.85698175987961,-1.92550165833815,-35.0390097098182,31.1880063931419,"No meaningful change"
"SPEI_1","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,6.66886547882137,1.01454675445852,4.68035384008268,8.65737711756006,6.83065248046865,-2.36854388522746,-31.4801352657665,26.7430474953116,"No meaningful change"
"SPEI_3","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,6.03846160348862,1.00904313964833,4.0607370497779,8.01618615719935,6.73904960454054,-10.3959466417918,-39.7431791117562,18.9512858281726,"WUE decrease"
"SPEI_6","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,6.03244915974088,1.01306955104058,4.04683283970134,8.01806547978041,6.74877030131466,-10.6140987112015,-40.035996796142,18.807799373739,"WUE decrease"
"SPEI_12","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.95154382743883,1.05270524676553,3.88824154377838,8.01484611109927,6.66092894501964,-10.6499427247489,-41.6261368966319,20.3262514471342,"WUE decrease"
"SPEI_24","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,6.18035258064086,1.066925960286,4.08917769848029,8.27152746280143,6.6792239104395,-7.46900143621354,-38.7776521148066,23.8396492423796,"No meaningful change"
"SPEI_36","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,5.82345849777237,1.06038436792917,3.7451051366312,7.90181185891355,6.57925428202474,-11.4875600159928,-43.0770574278723,20.1019373958867,"WUE decrease"
"SPEI_48","AK Coast",-1.73570980143541,"Upland","7","US-A03",-1.7748551330251,6.04489877369908,1.04555280462118,3.99561527664157,8.09418227075659,6.64416061733231,-9.0193762334698,-39.8627530734523,21.8240006065127,"No meaningful change"
"SPEI_1","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.49628847787471,0.663062584953342,3.19668581136616,5.79589114438326,4.40407807674474,2.09375037233958,-27.4153238053177,31.6028245499969,"No meaningful change"
"SPEI_3","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.61870014916414,0.663308276838985,3.31861592655973,5.91878437176855,4.4031937543214,4.89432005192225,-24.6316171460145,34.420257249859,"No meaningful change"
"SPEI_6","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.5902769138958,0.663278990374374,3.29025009276203,5.89030373502957,4.40047563472377,4.31319918406827,-25.2296713837261,33.8560697518626,"No meaningful change"
"SPEI_12","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.54888416423796,0.663597157033562,3.24823373645218,5.84953459202374,4.40415927940079,3.28609561225646,-26.2462247529312,32.8184159774441,"No meaningful change"
"SPEI_24","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.60632620669974,0.66288788765761,3.30706594689083,5.90558646650866,4.40042976120896,4.67900765752054,-24.8467507414037,34.2047660564448,"No meaningful change"
"SPEI_36","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.66141065381808,0.663084009044487,3.36176599609089,5.96105531154528,4.40388028796018,5.84780577623718,-23.6635472294362,35.3591587819106,"No meaningful change"
"SPEI_48","Atlantic Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,4.67559651170675,0.661904307500979,3.37826406900483,5.97292895440867,4.39706874909994,6.33439635584109,-23.1700875794505,35.8388802911327,"No meaningful change"
"SPEI_1","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.47896624874191,0.845061575254552,3.82264556124298,7.13528693624083,5.21908094817507,4.97952231719482,-26.7563465828283,36.715391217218,"No meaningful change"
"SPEI_3","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.40703344104145,0.843358345102203,3.75405108464113,7.06001579744177,5.22298902340177,3.52373740046294,-28.1244691914728,35.1719439923987,"No meaningful change"
"SPEI_6","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.46100099489445,0.843881426712995,3.80699339853698,7.11500859125192,5.22698995396369,4.47697514232468,-27.1666210942286,36.120571378878,"No meaningful change"
"SPEI_12","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.30926572893271,0.841386660217823,3.66014787490578,6.95838358295964,5.2266640362951,1.58039032285233,-29.9716253141792,33.1324059598839,"No meaningful change"
"SPEI_24","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.37015572524609,0.842925356863075,3.71802202579446,7.02228942469772,5.23397305115455,2.60189864870438,-28.9636765520924,34.1674738495012,"No meaningful change"
"SPEI_36","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.2827530205961,0.844956840082224,3.62663761403494,6.93886842715726,5.2279477229959,1.04831380312263,-30.6298033914409,32.7264309976862,"No meaningful change"
"SPEI_48","Pacific Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.23801107241971,0.847314439879572,3.57727477025575,6.89874737458367,5.22409120636247,0.26645526479877,-31.5235008550587,32.0564113846563,"No meaningful change"
"SPEI_1","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,9.01637738549065,1.31723842885892,6.43459006492717,11.5981647060541,7.87720549403542,14.4616246499829,-18.3137970718243,47.2370463717902,"WUE increase"
"SPEI_3","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,10.507246139789,1.32292563624416,7.91431189275046,13.1001803868276,7.94946339739766,32.1755395870955,-0.442187137545802,64.7932663117369,"WUE increase"
"SPEI_6","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,9.69707908555994,1.33365536253861,7.08311457498426,12.3110435961356,7.97259615021711,21.6301302969657,-11.1567368831121,54.4169974770435,"WUE increase"
"SPEI_12","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,9.79632421822341,1.32225522550411,7.20470397623535,12.3879444602115,8.00280858478947,22.4110774915045,-9.97280642287306,54.794961405882,"WUE increase"
"SPEI_24","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,9.34341583959801,1.31802075270759,6.76009516429113,11.9267365149049,7.94817403096647,17.5542433167117,-14.9478215002153,50.0563081336387,"WUE increase"
"SPEI_36","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,8.95935117511601,1.32514625606736,6.36206451322399,11.556637837008,7.90591305020943,13.3246864494504,-19.5277702547531,46.1771431536538,"WUE increase"
"SPEI_48","Gulf Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,7.70787222729538,1.32551491215675,5.10986299946815,10.3058814551226,7.85698175987961,-1.89779659850592,-34.9640465558819,31.1684533588701,"No meaningful change"
"SPEI_1","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,6.67119334934867,1.01340367782597,4.68492214080977,8.65746455788757,6.83065248046865,-2.33446411709469,-31.4132558462652,26.7443276120758,"No meaningful change"
"SPEI_3","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,6.04854200638145,1.00804561634649,4.07277259834233,8.02431141442058,6.73904960454054,-10.2463646757229,-39.5645849587123,19.0718556072666,"WUE decrease"
"SPEI_6","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,6.04275593875633,1.01196667290302,4.05930125986641,8.02621061764624,6.74877030131466,-10.461377866436,-39.8512458028738,18.9284900700018,"WUE decrease"
"SPEI_12","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.9617508075479,1.05088268217288,3.90202075048905,8.02148086460675,6.66092894501964,-10.4967061387813,-41.419270754921,20.4258584773584,"WUE decrease"
"SPEI_24","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,6.18753058538616,1.06494132207575,4.10024559411769,8.27481557665463,6.6792239104395,-7.36153378964933,-38.6119458024295,23.8888782231308,"No meaningful change"
"SPEI_36","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,5.83433325725802,1.05853596620682,3.75960276349266,7.90906375102338,6.57925428202474,-11.3222713826692,-42.856703779267,20.2121610139286,"WUE decrease"
"SPEI_48","AK Coast",-1.71150878110784,"Upland","7","US-A03",-1.74922940963565,6.05352124626934,1.04396907634655,4.0073418566301,8.09970063590858,6.64416061733231,-8.88960103586593,-39.6862585444377,21.9070564727059,"No meaningful change"
"SPEI_1","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.49494234063194,0.662802392117146,3.19584965208233,5.79403502918154,4.40407807674474,2.06318467347331,-27.4343098284822,31.5606791754288,"No meaningful change"
"SPEI_3","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.61555407040731,0.66304147196631,3.31599278535334,5.91511535546128,4.4031937543214,4.82287012415695,-24.6911907499199,34.3369309982339,"No meaningful change"
"SPEI_6","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.58750609230205,0.663006147617067,3.2880140429726,5.8869981416315,4.40047563472377,4.250232772622,-25.2804852042092,33.7809507494532,"No meaningful change"
"SPEI_12","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.54677139219654,0.663318862042261,3.24666642259371,5.84687636179937,4.40415927940079,3.23812341353739,-26.2818118822569,32.7580587093317,"No meaningful change"
"SPEI_24","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.60332041917433,0.662625235243328,3.30457495809741,5.90206588025125,4.40042976120896,4.61070097638886,-24.9033585940134,34.1247605467911,"No meaningful change"
"SPEI_36","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.6576510864333,0.662819874926319,3.35852413157771,5.95677804128888,4.40388028796018,5.76243634884686,-23.7371610495494,35.2620337472431,"No meaningful change"
"SPEI_48","Atlantic Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,4.67153041298256,0.661672134420186,3.374653029519,5.96840779644613,4.39706874909994,6.24192341633974,-23.2522113689995,35.736058201679,"No meaningful change"
"SPEI_1","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.47517230274823,0.844722570958286,3.81951606366999,7.13082854182647,5.21908094817507,4.90682856073943,-26.8163092008461,36.6299663223249,"No meaningful change"
"SPEI_3","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.40434666122189,0.843070698644853,3.75192809187798,7.0567652305658,5.22298902340177,3.47229597855838,-28.1651162759993,35.109708233116,"No meaningful change"
"SPEI_6","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.45758477531882,0.843586360767917,3.8041555082137,7.11101404242394,5.22698995396369,4.41161784097687,-27.2209141070002,36.044149788954,"No meaningful change"
"SPEI_12","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.30805986480661,0.841169234291001,3.65936816559625,6.95675156401697,5.2266640362951,1.55731893127784,-29.9865432293945,33.1011810919502,"No meaningful change"
"SPEI_24","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.36816765701118,0.84267491421054,3.71652482515852,7.01981048886384,5.23397305115455,2.56391472682549,-28.9922819847401,34.120111438391,"No meaningful change"
"SPEI_36","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.28195294325887,0.844654474575623,3.62643017309065,6.93747571342709,5.2279477229959,1.03300995198214,-30.6337713145206,32.6997912184849,"No meaningful change"
"SPEI_48","Pacific Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.23780786269624,0.846949961376164,3.57778593839896,6.89782978699353,5.22409120636247,0.262565406918478,-31.5137160308084,32.0388468446454,"No meaningful change"
"SPEI_1","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,8.99974713890006,1.31564278217947,6.4210872858283,11.5784069919718,7.87720549403542,14.250506041954,-18.4852129262044,46.9862250101123,"WUE increase"
"SPEI_3","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,10.4699062457395,1.3212082534952,7.88033806888892,13.0594744225901,7.94946339739766,31.7058236807146,-0.869559680360008,64.2812070417892,"WUE increase"
"SPEI_6","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,9.67190415219727,1.33171125933623,7.06175008389827,12.2820582204963,7.97259615021711,21.3143619714626,-11.424710961862,54.0534349047871,"WUE increase"
"SPEI_12","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,9.77014150824628,1.32063224860406,7.18170230098232,12.3585807155102,8.00280858478947,22.0839084770299,-10.2602264580936,54.4280434121535,"WUE increase"
"SPEI_24","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,9.32304734604135,1.31648346175551,6.74273976100055,11.9033549310821,7.94817403096647,17.2979769909203,-15.1661786124648,49.7621325943054,"WUE increase"
"SPEI_36","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,8.94397251635825,1.32339121744094,6.35012573017401,11.5378193025425,7.90591305020943,13.1301654793854,-19.6787810611477,45.9391120199185,"WUE increase"
"SPEI_48","Gulf Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,7.71004900879296,1.32364531597877,5.11570418947458,10.3043938281113,7.85698175987961,-1.87009153867374,-34.889702613323,31.1495195359756,"No meaningful change"
"SPEI_1","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,6.67352121987597,1.01227363198787,4.68946490117975,8.65757753857219,6.83065248046865,-2.30038434896191,-31.3467503347791,26.7459816368552,"No meaningful change"
"SPEI_3","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,6.05862240927429,1.0070594087653,4.0847859680943,8.03245885045427,6.73904960454054,-10.0967827096539,-39.386319914575,19.1927544952671,"WUE decrease"
"SPEI_6","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,6.05306271777178,1.01087633986918,4.07174509162818,8.03438034391537,6.74877030131466,-10.3086570216705,-39.6668591486215,19.0495451052805,"WUE decrease"
"SPEI_12","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.97195778765698,1.04907745838159,3.91576596922906,8.0281496060849,6.66092894501964,-10.3434695528136,-41.2129148719283,20.525975766301,"WUE decrease"
"SPEI_24","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,6.19470859013146,1.06297394829198,4.11127965147918,8.27813752878375,6.6792239104395,-7.25406614308509,-38.4467461099286,23.9386138237584,"No meaningful change"
"SPEI_36","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,5.84520801674367,1.05670373896006,3.77406868838195,7.91634734510538,6.57925428202474,-11.1569827493455,-42.6368319781601,20.322866479469,"WUE decrease"
"SPEI_48","AK Coast",-1.68730776078027,"Upland","7","US-A03",-1.72360368624621,6.0621437188396,1.04239977197353,4.01904016577149,8.10524727190772,6.64416061733231,-8.75982583826205,-39.5101895145761,21.990537838052,"No meaningful change"
"SPEI_1","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.49359620338916,0.662545989475883,3.19500606401643,5.79218634276189,4.40407807674474,2.03261897460703,-27.4534645312644,31.5187024804785,"No meaningful change"
"SPEI_3","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.61240799165048,0.662778542968515,3.31336204743219,5.91145393586877,4.4031937543214,4.75142019639166,-24.750936881204,34.2537772739873,"No meaningful change"
"SPEI_6","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.5847352707083,0.662737372506011,3.28577002059651,5.88370052082008,4.40047563472377,4.18726636117575,-25.3314802002586,33.7060129226101,"No meaningful change"
"SPEI_12","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.54465862015512,0.663044651929115,3.24509110237406,5.84422613793619,4.40415927940079,3.19015121481832,-26.3175808024914,32.6978832321281,"No meaningful change"
"SPEI_24","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.60031463164892,0.662366524200585,3.30207624421577,5.89855301908207,4.40042976120896,4.54239429525717,-24.9601419996631,34.0449305901774,"No meaningful change"
"SPEI_36","Atlantic Coast",-1.6631067404527,"Upland","7","US-A03",-1.69797796285677,4.65389151904851,0.66255963598024,3.35527463252724,5.95250840556978,4.40388028796018,5.67706692145654,-23.810948228991,35.1650820719041,"No meaningful change"
